date,away,home,away_spread,home_spread,total_line,away_score,home_score,away_offrtg,away_defrtg,away_reb_percent,away_tov_percent,away_ts_percent,away_pace,away_pie,home_offrtg,home_defrtg,home_reb_percent,home_tov_percent,home_ts_percent,home_pace,home_pie
20241208,suns,magic,1.5,-1.5,210.5,110,115,113.3,115.7,50.7,15.2,59.7,98.5,49.4,111.9,108.0,51.0,16.3,57.2,96.5,53.7
20241208,grizzlies,wizards,-11.5,11.5,240.5,140,112,116.8,109.0,51.6,16.2,60.3,105.95,55.4,101.2,119.1,48.8,15.6,53.1,102.5,40.3
20241208,pelicans,spurs,4.5,-4.5,225.5,116,121,102.7,119.1,45.9,14.8,52.4,101.6,41.3,111.5,116.3,48.1,13.2,55.5,100.4,48.1
20241208,timberwolves,warriors,1.5,-1.5,215.5,106,114,110.3,104.9,50.3,15.7,57.9,96.78,53.4,104.6,106.9,51.3,14.5,52.7,100.8,47.8
20241208,rockets,clippers,-2.5,2.5,215.5,117,106,110.7,103.7,52.8,12.7,53.6,101.58,54.3,109.6,104.0,51.8,17.3,57.3,98.5,51.5
20241208,jazz,kings,12.5,-12.5,230.5,97,141,113.4,117.4,54.0,18.1,58.8,99.2,47.6,113.7,114.3,50.6,14.3,56.9,99.15,48.8
20241208,blazers,lakers,8.5,-8.5,224.5,98,107,106.9,119.2,47.2,17.0,54.3,99.75,42.1,107.4,118.6,46.3,13.6,56.5,98.13,45.8
20241209,knicks,raptors,-7.5,7.5,231.5,113,108,122.9,112.3,50.6,13.5,63.2,98.5,56.3,111.6,112.7,52.6,16.9,57.8,101.3,50.0
20241210,mavericks,thunder,4.5,-4.5,230.5,104,118,120.4,108.6,53.1,15.0,61.8,103.03,55.8,117.6,106.8,49.0,11.7,57.6,99.15,55.7
20241211,warriors,rockets,2.5,-2.5,222.5,90,91,106.8,108.0,51.7,14.0,53.1,100.1,48.5,110.1,105.4,52.8,13.3,53.7,99.82,53.0
20241212,pistons,celtics,11.5,-11.5,225.5,99,123,112.0,117.9,50.4,17.0,58.4,98.67,47.2,118.5,110.4,50.0,11.5,58.8,99.5,53.4
20241212,raptors,heat,10.5,-10.5,224.5,104,114,110.1,113.1,52.5,16.0,56.3,100.5,49.0,115.8,108.7,51.1,13.1,58.1,96.74,53.3
20241212,kings,pelicans,-7.5,7.5,231.5,111,109,117.0,112.9,50.4,13.3,58.0,99.25,51.2,105.2,117.9,46.1,13.5,52.5,101.6,42.8
20241213,spurs,blazers,-3.5,3.5,226.5,118,116,113.9,116.8,49.3,13.3,56.6,100.6,49.3,105.8,119.5,48.0,16.9,54.1,99.25,41.2
20241214,hawks,bucks,4.5,-4.5,229.5,102,110,112.9,111.8,53.5,14.6,56.1,104.76,51.6,119.4,113.2,49.3,14.8,63.3,98.6,52.9
20241214,rockets,thunder,5.5,-5.5,216.5,96,111,110.0,104.9,52.1,13.8,54.2,99.18,53.2,117.2,104.7,50.4,12.3,57.2,99.4,56.1
20241215,pelicans,pacers,7.5,-7.5,231.5,104,119,105.8,115.8,46.1,14.0,53.5,101.95,43.8,112.3,113.9,47.7,14.5,59.6,101.55,49.1
20241215,celtics,wizards,-17.5,17.5,233.5,112,98,118.1,107.9,50.5,11.6,58.7,100.1,54.5,100.9,117.5,49.2,16.6,52.9,103.6,40.9
20241215,knicks,magic,-4.5,4.5,213.5,100,91,117.4,111.0,48.4,13.8,60.2,98.35,54.6,112.6,107.7,52.4,15.8,56.6,96.95,53.3
20241215,timberwolves,spurs,-4.5,4.5,214.5,106,92,106.5,101.2,50.4,16.3,56.3,97.04,53.9,115.0,118.6,49.9,12.7,56.8,100.2,49.4
20241215,blazers,suns,10.5,-10.5,230.5,109,116,107.9,120.6,47.4,16.2,55.0,99.0,42.0,117.5,117.5,50.4,14.3,61.6,98.75,50.8
20241215,mavericks,warriors,-2.5,2.5,229.5,143,133,117.9,111.4,51.7,15.7,61.4,102.83,53.6,105.8,109.6,52.3,15.0,52.7,98.15,47.0
20241215,grizzlies,lakers,-4.5,4.5,234.5,110,116,121.0,108.6,51.4,15.2,62.2,106.2,57.8,102.6,114.5,47.6,14.5,54.2,98.03,45.3
20241216,76ers,hornets,-1.5,1.5,218.5,121,108,110.2,110.8,49.9,14.9,55.8,96.74,48.5,105.0,113.5,50.6,16.9,52.5,96.45,44.1
20241216,heat,pistons,-4.5,4.5,219.5,124,125,116.7,110.5,51.2,13.3,58.5,96.64,53.0,110.3,117.6,50.2,16.8,58.0,99.02,46.7
20241216,bulls,raptors,-1.5,1.5,239.5,122,121,118.2,114.7,48.2,13.9,62.3,105.0,51.6,109.2,113.7,52.0,15.5,55.4,100.8,48.2
20241216,cavaliers,nets,-10.5,10.5,214.5,130,101,117.0,108.8,48.4,13.1,58.9,100.95,53.0,110.8,116.9,46.3,15.9,59.2,98.05,45.8
20241216,nuggets,kings,1.5,-1.5,236.5,130,129,117.8,113.4,51.0,15.2,61.7,103.25,53.1,119.6,113.6,51.2,13.0,58.5,99.05,52.2
20241216,jazz,clippers,7.5,-7.5,223.5,107,144,113.5,121.2,52.9,18.2,59.4,99.05,46.1,108.9,108.4,48.8,15.4,56.4,98.8,48.7
20241219,jazz,pistons,4.5,-4.5,227.5,126,119,112.6,123.7,52.8,19.1,59.8,98.7,45.3,109.6,116.8,50.1,17.0,58.8,99.91,46.7
20241219,thunder,magic,-6.5,6.5,210.5,105,99,118.2,103.4,49.8,12.1,58.1,99.25,57.9,110.3,107.4,51.4,15.7,55.9,97.2,51.8
20241219,hornets,wizards,-4.5,4.5,226.5,114,123,104.0,113.3,50.4,17.9,52.9,96.25,43.9,101.0,118.1,48.4,16.2,52.7,103.55,41.1
20241219,bulls,celtics,14.5,-14.5,241.5,117,108,116.6,114.7,48.1,13.2,61.0,105.05,51.1,118.7,108.0,51.3,12.2,58.6,100.05,54.4
20241219,nets,raptors,3.5,-3.5,219.5,101,94,110.4,117.9,46.5,16.1,58.7,98.65,44.5,110.0,112.8,51.8,15.6,56.2,101.45,48.6
20241219,pelicans,rockets,8.5,-8.5,217.5,113,133,105.4,116.1,46.9,14.8,53.0,102.1,42.7,108.1,106.2,52.0,14.2,53.1,97.81,51.1
20241219,warriors,grizzlies,2.5,-2.5,236.5,93,144,107.7,113.2,51.5,14.2,53.3,98.25,46.1,117.2,106.6,51.3,15.7,60.3,106.85,57.1
20241219,hawks,spurs,1.5,-1.5,233.5,126,133,111.6,109.7,53.0,14.9,56.1,104.36,52.0,112.7,118.2,49.8,13.7,55.9,99.4,48.1
20241219,clippers,mavericks,4.5,-4.5,223.5,118,95,112.7,109.7,48.6,15.8,58.8,99.2,49.9,119.9,112.6,51.9,16.0,62.8,102.83,54.0
20241219,pacers,suns,6.5,-6.5,235.5,120,111,112.5,113.9,47.1,14.9,60.2,101.7,49.8,118.3,116.5,49.7,14.0,62.3,99.6,51.8
20241219,knicks,timberwolves,2.5,-2.5,214.5,133,107,117.8,108.9,49.5,14.9,61.2,97.5,56.1,106.4,99.3,50.5,15.8,55.6,97.19,54.8
20241219,nuggets,blazers,-8.5,8.5,235.5,124,126,117.8,113.1,52.0,15.1,61.6,104.1,53.6,110.6,121.2,47.9,15.4,56.2,98.5,43.2
20241219,lakers,kings,4.5,-4.5,228.5,113,100,103.2,111.7,47.8,15.2,54.7,98.87,46.9,120.4,114.1,49.8,12.3,58.6,100.55,51.8
20241221,lakers,kings,5.5,-5.5,228.5,103,99,104.3,108.8,49.0,15.3,54.7,99.07,48.2,118.6,111.6,49.5,12.6,58.5,101.25,52.5
20241221,heat,magic,2.5,-2.5,206.5,114,121,114.9,109.5,51.0,14.7,58.7,97.83,52.5,110.5,109.2,52.7,16.9,56.8,97.45,50.9
20241221,grizzlies,hawks,-1.5,1.5,241.5,128,112,119.1,106.1,51.8,15.5,61.2,106.9,57.9,112.0,109.5,53.4,15.7,56.6,103.64,52.2
20241221,jazz,nets,2.5,-2.5,220.5,105,94,112.2,124.1,53.0,19.9,60.0,99.45,45.3,110.1,117.1,48.4,16.5,57.7,98.45,44.8
20241221,76ers,cavaliers,11.5,-11.5,220.5,99,126,110.5,109.7,50.0,15.8,56.8,96.94,49.4,116.6,107.7,48.7,13.7,59.8,101.55,53.6
20241221,celtics,bulls,-12.5,12.5,241.5,123,98,117.9,108.3,51.2,11.8,58.0,100.85,54.0,116.0,112.0,49.4,13.4,60.5,104.5,52.0
20241221,wizards,bucks,11.5,-11.5,221.5,101,112,102.8,117.9,48.5,16.3,53.4,103.65,42.4,114.2,112.7,49.4,15.0,61.2,99.45,50.9
20241221,warriors,timberwolves,3.5,-3.5,215.5,113,103,106.3,115.6,50.1,14.8,53.3,99.55,44.5,105.3,100.6,48.9,16.1,55.8,98.42,53.3
20241221,knicks,pelicans,-8.5,8.5,224.5,104,93,116.2,107.7,50.7,15.3,60.3,97.7,55.6,105.9,118.4,46.9,14.6,52.7,101.8,41.2
20241221,clippers,mavericks,3.5,-3.5,221.5,97,113,111.7,109.2,48.4,15.6,58.4,99.35,49.7,119.1,113.6,51.7,16.1,62.7,102.6,53.1
20241221,blazers,spurs,6.5,-6.5,226.5,94,114,112.7,123.9,47.6,14.6,56.9,98.55,43.3,112.6,118.7,49.6,14.1,56.3,100.8,47.5
20241221,pistons,suns,6.5,-6.5,224.5,133,125,109.5,116.1,49.7,16.0,58.1,101.74,46.9,117.2,114.4,49.9,14.2,62.1,99.7,52.2
20250207,bucks,hawks,-2.5,2.5,237.5,110,115,118.1,118.1,47.2,11.3,59.6,99.9,50.4,106.7,114.7,49.2,16.8,55.8,104.4,44.8
20250207,heat,nets,-5.5,5.5,209.5,86,102,111.8,116.0,51.4,14.4,57.9,97.96,48.8,105.4,112.1,49.0,15.5,53.1,93.7,46.2
20250207,76ers,pistons,-5.5,5.5,220.5,112,125,118.4,120.3,45.9,11.1,59.2,97.9,47.1,113.6,113.8,50.6,13.6,56.3,101.75,50.3
20250207,raptors,thunder,18.5,-18.5,228.5,109,121,112.2,111.3,47.8,13.9,57.4,99.9,51.3,121.6,108.0,51.9,11.4,59.0,101.4,55.3
20250207,jazz,suns,8.5,-8.5,232.5,127,135,111.9,119.4,51.3,16.0,56.9,101.1,46.1,113.4,115.7,49.5,15.3,60.4,98.87,50.0
20250208,rockets,mavericks,3.5,-3.5,227.5,105,116,113.8,116.3,50.7,15.4,54.8,97.1,47.7,116.7,121.6,51.9,14.4,58.5,99.25,48.3
20250208,pacers,lakers,-4.5,4.5,230.5,117,124,115.6,113.2,45.7,12.2,59.0,101.5,52.6,119.4,106.7,51.0,15.0,63.1,98.1,57.3
20250208,spurs,magic,3.5,-3.5,217.5,111,112,114.2,120.5,49.0,14.0,58.1,102.5,47.4,103.7,114.5,48.6,13.6,51.4,96.1,43.0
20250208,hawks,wizards,-6.5,6.5,237.5,125,111,106.8,113.4,49.5,15.5,55.8,104.8,45.9,104.9,117.0,49.4,14.8,53.0,99.65,43.0
20250208,warriors,bulls,-5.5,5.5,239.5,132,111,112.3,116.9,50.4,12.7,54.9,99.65,45.9,111.0,117.0,49.1,14.3,57.7,101.2,47.9
20250208,thunder,grizzlies,-1.5,1.5,244.5,125,112,121.3,108.8,52.6,12.0,59.1,100.4,55.8,123.8,113.5,52.3,14.6,60.8,102.5,54.6
20250208,blazers,timberwolves,3.5,-3.5,212.5,98,114,117.3,105.1,52.6,14.3,58.6,96.1,55.8,120.9,110.5,52.5,14.1,59.3,98.15,54.6
20250208,celtics,knicks,-4.5,4.5,231.5,131,104,117.8,111.1,48.5,11.5,59.3,97.53,54.2,122.0,115.5,51.1,12.3,58.5,97.73,54.2
20250208,nuggets,suns,-4.5,4.5,237.5,122,105,123.2,116.4,52.7,13.8,62.4,100.75,54.1,113.5,115.5,48.5,15.0,60.3,98.6,49.8
20250208,pelicans,kings,7.5,-7.5,238.5,118,123,114.7,122.4,47.4,12.1,57.7,101.89,46.5,113.4,119.7,48.5,12.4,56.7,100.5,48.4
20250208,jazz,clippers,16.5,-16.5,224.5,110,130,111.7,118.9,52.7,15.5,55.7,100.51,45.9,111.9,112.6,51.4,14.8,57.1,98.77,49.7
20250209,hornets,pistons,10.5,-10.5,225.5,102,112,109.8,114.2,50.5,13.2,54.2,97.5,47.5,114.1,112.3,51.6,14.2,56.6,101.8,51.2
20250209,raptors,rockets,9.5,-9.5,224.5,87,94,112.6,110.9,47.6,13.8,57.4,99.4,51.1,115.5,118.2,52.0,14.7,54.7,96.35,47.7
20250209,76ers,bucks,-1.5,1.5,228.5,127,135,118.1,120.1,45.5,11.4,59.6,98.3,47.8,115.8,118.3,46.9,10.9,58.5,100.05,49.3
20250220,suns,spurs,-2.5,2.5,238.5,109,120,113.9,119.4,47.0,14.6,59.4,99.18,48.0,113.8,118.4,45.9,12.4,57.5,101.8,48.5
20250220,lakers,blazers,-1.5,1.5,225.5,110,102,118.5,109.1,50.8,15.5,62.7,100.85,55.0,116.8,113.8,52.1,14.5,58.1,98.13,49.8
20250224,timberwolves,thunder,12.5,-12.5,228.5,131,128,115.2,113.2,51.8,12.4,55.3,99.45,50.1,125.9,108.0,52.7,11.4,60.9,100.55,58.7
20250224,blazers,jazz,-7.5,7.5,231.5,114,112,115.9,108.7,51.2,14.9,58.5,99.76,52.4,113.8,117.2,53.0,16.0,58.4,101.93,48.4
20250224,hornets,kings,11.5,-11.5,233.5,88,130,104.1,116.3,48.1,13.5,51.8,97.75,44.0,113.5,122.2,52.8,14.8,56.8,99.62,46.4
20250225,celtics,raptors,-11.5,11.5,225.5,111,101,121.2,108.3,51.8,11.9,61.4,97.65,56.6,109.9,117.4,47.3,13.0,55.4,98.33,46.2
20250225,cavaliers,magic,-7.5,7.5,219.5,122,82,125.3,108.7,53.1,14.5,61.9,101.9,58.2,109.0,107.3,50.7,13.0,53.9,97.9,49.6
20250225,bucks,rockets,3.5,-3.5,227.5,97,100,111.4,113.7,47.1,13.6,58.1,101.15,47.7,110.3,114.1,52.3,14.3,52.6,97.9,46.7
20250225,suns,grizzlies,7.5,-7.5,245.5,148,151,111.5,121.0,46.2,13.8,58.3,100.16,47.0,117.6,114.8,51.2,14.3,57.0,102.55,50.4
20250225,spurs,pelicans,2.5,-2.5,239.5,103,109,110.5,114.8,45.1,12.2,56.1,101.95,48.6,113.0,120.0,48.9,13.3,57.5,102.53,46.3
20250225,hornets,warriors,17.5,-17.5,217.5,92,128,102.6,118.6,47.2,14.2,51.3,97.7,42.2,116.3,111.2,50.9,11.8,56.3,100.95,52.5
20250225,mavericks,lakers,9.5,-9.5,231.5,99,107,113.3,118.7,47.0,13.0,57.6,98.72,48.2,119.3,106.5,50.5,14.6,62.8,101.35,56.7
20250226,thunder,nets,-17.5,17.5,216.5,129,121,123.2,109.0,51.0,11.2,59.9,100.45,56.7,108.0,105.6,50.3,15.4,53.6,93.8,52.5
20250226,hawks,heat,3.5,-3.5,229.5,109,131,117.3,115.0,50.6,13.4,59.4,104.16,50.6,106.9,113.1,50.3,14.4,53.7,96.49,46.9
20250226,clippers,bulls,-9.5,9.5,228.5,122,117,111.9,114.4,49.4,14.2,57.0,99.51,48.9,112.2,118.0,47.5,13.7,57.9,102.53,47.0
20250226,kings,jazz,-9.5,9.5,236.5,118,101,115.6,118.9,52.6,15.4,58.2,100.02,48.4,113.5,118.6,52.5,15.9,57.7,101.98,47.4
20250226,spurs,rockets,8.5,-8.5,227.5,106,118,110.1,114.7,45.2,13.0,56.1,102.35,48.6,109.7,112.1,53.0,14.8,52.8,98.55,47.7
20250227,hornets,mavericks,10.5,-10.5,218.5,96,103,100.2,119.1,47.7,15.7,50.4,97.7,40.3,112.7,117.4,46.8,12.4,57.0,98.97,48.0
20250227,pelicans,suns,6.5,-6.5,236.5,124,116,110.5,116.9,50.0,14.4,56.2,102.38,46.2,113.7,121.8,46.7,13.3,59.4,100.51,48.1
20250227,timberwolves,lakers,5.5,-5.5,227.5,102,111,116.2,113.8,51.5,12.0,55.9,99.91,50.5,116.9,107.2,51.0,14.9,61.6,101.05,55.2
20250228,thunder,hawks,-11.5,11.5,245.5,135,119,124.2,111.9,50.2,10.8,60.1,100.01,56.0,116.7,116.1,50.3,13.9,59.4,103.13,49.9
20250228,cavaliers,celtics,1.5,-1.5,233.5,123,116,125.2,106.4,52.7,14.7,62.0,100.9,59.0,119.3,109.9,51.8,13.3,60.4,96.45,53.6
20250228,blazers,nets,-1.5,1.5,219.5,121,102,113.8,110.4,51.7,15.3,56.6,101.34,50.0,108.7,109.3,50.9,15.7,53.6,94.75,50.1
20250228,pacers,heat,-2.5,2.5,223.5,120,125,113.7,113.1,46.3,12.5,58.8,101.49,51.9,110.0,114.2,50.1,14.7,55.7,96.1,47.9
20250228,raptors,bulls,1.5,-1.5,232.5,115,125,106.8,116.2,47.0,14.7,54.6,98.52,45.2,112.2,119.9,47.3,14.3,57.5,102.19,45.8
20250228,knicks,grizzlies,2.5,-2.5,245.5,114,113,115.3,120.9,49.5,13.9,57.6,99.62,47.5,118.5,115.4,50.9,14.1,57.9,103.37,50.3
20250228,pelicans,suns,9.5,-9.5,228.5,108,125,112.2,117.4,49.3,13.1,56.0,101.69,46.9,114.1,122.9,46.9,13.0,59.2,100.9,48.0
20250228,timberwolves,jazz,-4.5,4.5,226.5,116,117,114.9,113.2,51.4,12.4,55.6,100.01,50.3,113.1,119.9,50.1,15.1,57.9,101.44,47.0
20250228,clippers,lakers,-4.5,4.5,220.5,102,106,112.8,115.9,49.2,13.9,57.4,99.46,49.0,115.5,106.6,52.1,14.8,59.8,100.8,55.1
20250301,wizards,hornets,4.5,-4.5,222.5,113,100,112.4,116.7,49.8,16.5,58.9,100.65,48.4,98.8,116.9,47.8,16.2,49.7,98.65,40.4
20250301,nets,pistons,12.5,-12.5,215.5,94,115,107.0,110.8,51.1,16.6,53.1,95.55,48.0,120.8,109.3,53.7,14.3,59.6,101.8,56.1
20250301,kings,rockets,4.5,-4.5,230.5,113,103,117.3,115.6,55.4,16.3,59.7,99.23,50.7,109.9,110.2,53.4,14.7,53.0,98.5,48.5
20250301,spurs,grizzlies,7.5,-7.5,241.5,130,128,110.8,114.9,44.0,11.6,55.4,101.4,49.2,116.9,114.8,50.8,14.8,57.7,103.32,49.3
20250301,warriors,76ers,-8.5,8.5,227.5,119,126,120.5,109.4,50.8,11.9,58.1,100.7,55.8,109.3,118.6,46.1,12.9,55.0,98.7,45.8
20250301,bucks,mavericks,-2.5,2.5,228.5,132,117,111.7,109.4,47.9,13.5,58.5,101.1,50.3,113.4,113.2,46.6,12.4,57.4,98.47,50.6
20250302,timberwolves,suns,-1.5,1.5,232.5,116,98,113.2,113.3,49.3,11.9,55.3,100.65,49.5,116.8,120.9,47.5,12.6,60.0,99.97,49.7
20250302,clippers,lakers,-1.5,1.5,221.5,102,108,112.2,115.0,49.8,14.7,57.1,99.46,49.1,113.9,107.1,51.1,14.8,59.1,100.8,54.4
20250311,bucks,pacers,1.5,-1.5,238.5,114,115,114.8,108.8,51.2,14.4,60.0,101.4,53.4,117.5,113.6,46.6,13.4,60.8,100.75,52.5
20250311,clippers,pelicans,-7.5,7.5,222.5,120,127,113.3,115.8,48.7,13.0,57.6,95.95,48.5,112.3,117.8,50.2,13.5,54.5,99.45,47.0
20250315,bulls,rockets,8.5,-8.5,229.5,114,117,116.4,113.4,50.3,12.7,58.3,102.73,51.2,115.6,107.7,55.8,15.0,56.0,99.1,52.6
20250315,heat,grizzlies,6.5,-6.5,224.5,91,125,113.2,113.7,48.9,13.9,59.6,95.31,50.5,117.6,116.9,51.5,13.8,58.0,103.18,50.1
20250315,pacers,bucks,3.5,-3.5,235.5,119,126,116.0,113.7,45.6,13.2,59.6,99.65,51.7,116.4,109.9,52.5,13.6,60.6,101.5,54.3
20250315,pelicans,spurs,-2.5,2.5,235.5,115,119,114.8,122.4,49.1,13.8,56.1,97.7,46.4,122.1,127.6,47.7,12.8,60.0,99.95,47.5
20250315,knicks,warriors,6.5,-6.5,228.5,94,97,109.6,113.9,48.8,14.1,55.7,97.26,48.2,122.2,109.1,52.2,14.3,61.1,100.05,57.8
20250315,wizards,nuggets,11.5,-11.5,239.5,126,123,108.2,113.4,46.5,15.0,55.7,101.55,49.0,118.8,120.0,50.9,12.7,60.1,100.31,50.3
20250316,thunder,bucks,-5.5,5.5,233.5,121,105,122.6,112.8,50.2,11.1,61.6,102.5,55.2,116.6,110.2,53.0,14.3,61.2,101.8,54.7
20260221,76ers,pelicans,-4.5,4.5,235.5,111,126,116.8,118.3,48.4,12.7,58.8,98.75,49.1,112.8,114.8,47.7,11.7,56.1,98.73,49.5
20260221,grizzlies,heat,11.5,-11.5,238.5,120,136,115.0,120.3,46.7,14.1,59.3,101.25,48.7,114.1,105.6,51.1,12.6,56.7,105.06,54.2
20260221,pistons,bulls,-10.5,10.5,234.5,126,110,119.6,107.1,51.2,12.0,58.3,98.55,56.7,106.5,119.2,48.3,16.2,55.5,103.25,43.0
20260221,kings,spurs,18.5,-18.5,230.5,122,139,107.1,121.3,51.8,15.6,52.6,97.95,42.4,118.5,106.7,51.4,13.5,59.8,101.35,56.4
20260221,rockets,knicks,3.5,-3.5,219.5,106,108,110.0,110.3,51.2,14.8,53.7,95.0,50.4,118.8,106.5,50.7,12.4,59.5,97.84,56.0
20260222,cavaliers,thunder,-4.5,4.5,226.5,113,121,123.9,108.1,51.0,14.3,62.3,99.45,58.6,115.3,108.5,50.0,14.9,58.2,98.0,53.7
20260222,nets,hawks,9.5,-9.5,227.5,104,115,103.8,115.4,50.9,17.0,54.1,98.75,43.2,111.3,116.5,47.1,11.7,54.8,101.55,47.4
20260222,raptors,bucks,-2.5,2.5,219.5,122,94,110.6,110.0,49.1,14.9,57.3,100.15,52.2,117.3,117.2,51.5,13.9,59.3,96.4,49.1
20260222,nuggets,warriors,-6.5,6.5,227.5,117,128,122.5,115.4,53.6,13.9,62.3,98.74,54.9,108.0,111.9,47.4,16.0,56.9,100.6,47.4
20260222,mavericks,pacers,-2.5,2.5,232.5,134,130,108.3,118.3,47.6,11.3,53.8,103.0,45.2,111.2,115.4,47.0,14.3,59.6,102.78,48.0
20260222,hornets,wizards,-11.5,11.5,226.5,129,112,115.8,113.0,55.4,17.1,57.3,95.6,49.3,109.4,118.1,48.4,15.2,55.6,103.55,45.0
20260222,celtics,lakers,-1.5,1.5,228.5,111,89,115.6,106.2,54.0,13.7,55.2,93.85,54.4,115.2,115.5,49.1,15.8,61.9,100.25,50.8
20260222,76ers,timberwolves,8.5,-8.5,238.5,135,108,113.4,118.2,48.1,13.1,57.3,99.2,47.8,120.2,113.4,50.4,14.2,60.1,102.55,52.2
20260222,knicks,bulls,-9.5,9.5,233.5,105,99,118.5,108.3,49.6,11.9,59.3,97.36,55.0,105.6,119.6,47.8,17.2,55.6,104.1,42.8
20260222,blazers,suns,-2.5,2.5,222.5,92,77,113.1,121.3,53.4,18.9,57.6,104.2,45.0,111.9,115.9,48.2,13.1,54.4,96.24,46.1
20260222,magic,clippers,2.5,-2.5,214.5,111,109,113.8,109.6,46.5,12.4,58.9,100.16,52.5,113.2,115.6,50.2,15.4,59.4,96.7,50.2
20260223,spurs,pistons,1.5,-1.5,232.5,114,103,121.1,107.0,53.3,13.9,61.3,102.8,56.8,119.8,106.1,52.0,12.6,58.6,99.75,57.2
20260223,kings,grizzlies,3.5,-3.5,232.5,123,114,109.1,123.1,51.1,14.8,53.6,99.4,43.0,115.3,120.8,46.9,13.9,59.3,102.85,48.2
20260223,jazz,rockets,12.5,-12.5,229.5,105,125,110.9,113.2,51.5,16.5,57.9,104.4,49.5,111.1,110.5,51.8,15.5,55.0,94.65,51.2
